alloy,Fe,Ni,Co,Cr,V,Cu,VEC,AR1,AR2,PE,Density,TermalC,MP,FI,SI,TI,M,TEC,TC,MS,MagS
,0.36,0.0,0.52,0.12,0.0,0.0,8.239382885502039,137.49014452164835,124.6332652007545,1.8616632600377243,8292.652471025998,91.87753938458475,1606.8198441375494,747.0410859147399,1609.491510933085,3099.291289120774,1.5987650758275374,13.09,437.121169071387,1.29003658353532,0.05118675313183923
,0.1,0.0,0.75,0.15,0.0,0.0,8.399765084646521,136.3433959108039,124.89709868443558,1.8748549342217782,8502.654205021317,96.94730648913324,1775.8974088013729,742.7869117281131,1630.0358157350324,3163.3636954619133,1.386846007278689,10.25,661.64075935803,0.930065733088089,0.04285630595773378
,0.15,0.0,0.7,0.15,0.0,0.0,8.350066606083933,136.59634555332283,124.84606303096119,1.8723031515480595,8451.076100504855,95.92926776946923,1745.755841524026,742.9404843368934,1625.7025789025893,3149.4432860845964,1.4133979159476646,10.23,612.165908445886,1.0155500493232,0.04304070979214865
,0.2,0.0,0.65,0.15,0.0,0.0,8.300634658315046,136.8479386378356,124.7953010794918,1.8697650539745898,8399.774607134888,94.91668874748245,1715.7759221699587,743.0932333424066,1621.3925810320948,3135.5975312614487,1.4398074278774142,9.51,554.275416238805,1.07929095266165,0.043314051319977065
,0.225,0.0,0.625,0.15,0.0,0.0,8.27601796434734,136.97322987650577,124.7700220548746,1.8685011027437302,8374.226895192016,94.41243291643754,1700.8461746438027,743.1693010616107,1619.246238365699,3128.7024618859336,1.4529591425549482,12.28,522.640963877041,1.10142031885311,0.043711693331327475
,0.25,0.0,0.6,0.15,0.0,0.0,8.251467102984115,137.0981860479012,124.7448106341376,1.8672405317068792,8348.747505681793,93.90952562044477,1685.9563538505058,743.2451653523577,1617.1056356791728,3121.825832044812,1.4660756855058572,13.97,489.456886899093,1.11623009285058,0.04405999057519894
,0.3,0.0,0.55,0.15,0.0,0.0,8.202561824548864,137.34709855096517,124.69458952243603,1.8647294761218012,8297.992600592226,92.90773505294611,1656.2958535131138,743.3962869039556,1612.8415583885644,3108.127595877019,1.4922038190825881,15.38,419.152639992954,1.12147598521686,0.04446183466676012
,0.35,0.0,0.5,0.15,0.0,0.0,8.153916729977064,137.59468679990403,124.64463559504028,1.8622317797520136,8247.507719674239,91.91127417067901,1626.793151757319,743.5466044648513,1608.600166667674,3094.502236505404,1.5181929468309863,15.98,344.760891821683,1.09029953817479,0.04520792699041059
,0.0,0.0,0.8,0.2,0.0,0.0,8.337625554011172,136.10395740998138,125.00000000000001,1.88,8511.406991686556,98.67525110802235,1858.9660905824658,736.6582919409404,1635.650331488815,3178.1619286145133,1.2077637617686396,10.84,534.102344856543,0.508784453596521,0.03163577046959491
,0.1,0.0,0.7,0.2,0.0,0.0,8.23893759993717,136.60922504193968,124.89776368744951,1.8748881843724754,8408.594238649292,96.63762157396556,1798.4660672178925,736.9971061035787,1626.9865747952422,3150.347185460529,1.2616259819323645,10.48,470.002229194336,0.695468956238598,0.03228860580428611
,0.15,0.0,0.65,0.2,0.0,0.0,8.189989069293938,136.8598342312577,124.8470551959757,1.8723527597987852,8357.599836751106,95.62697166615068,1768.458481435373,737.1651555436332,1622.6894124517728,3136.5512686196,1.288341264044906,13.33,423.486986166265,0.762975510633722,0.032818955479701074
,0.2,0.0,0.6,0.2,0.0,0.0,8.141301360073934,137.1091080537206,124.79661690384687,1.8698308451923429,8306.87715766676,94.6217069893913,1738.6107905695862,737.3323095350695,1618.415147465661,3122.828863089794,1.3149141942255116,14.78,369.327671723811,0.806449582863789,0.03328221052426318
,0.25,0.0,0.55,0.2,0.0,0.0,8.092872393142615,137.35705715418757,124.74644665717244,1.8673223328586215,8256.42403536142,93.6217846153889,1708.9217200203082,737.4985752159446,1614.1635973109237,3109.1793828766636,1.3413459072307323,15.65,308.96732558506,0.820992913487644,0.03380999004105429
,0.3,0.0,0.5,0.2,0.0,0.0,8.044700111405266,137.60369206467732,124.69654232489418,1.864827116244709,8206.238326761264,92.62716207090571,1679.3900086986923,737.6639596486482,1609.9345813964417,3095.6022481975824,1.367637525788154,16.31,243.805194629105,0.80186851999882,0.034438353435190444
Fe-Co-Cr-Cu,0.45,0.0,0.5,0.0,0.0,0.05,8.625810373989827,137.32500136639965,124.67121569762472,1.857658092808701,8423.81782608749,104.32159162486484,1476.4286568943812,760.6987247341475,1622.7286364838653,3119.105560682869,1.8744029799879747,10.49,677.427447552149,1.88219916631692,0.055875296402982014
,0.425,0.0,0.525,0.0,0.0,0.05,8.651171538406539,137.1988109967482,124.69663840728462,1.8589212274100795,8449.713320844829,104.84481667643435,1491.218172741743,760.6455821296561,1624.9032704773824,3126.0633432381924,1.8616780852045052,10.18,728.240854291691,1.91665437290081,0.05456666545500796
,0.4,0.0,0.55,0.0,0.0,0.05,8.676601548388733,137.07227806998014,124.72213012958113,1.860187790924046,8475.679111663922,105.36946207779367,1506.0478362954543,760.5922952639391,1627.0838077450767,3133.040013430796,1.84891864734712,10.17,778.57831903187,1.93979581069805,0.05322256855162301
,0.25,0.0,0.7,0.0,0.0,0.05,8.83064319269386,136.3058080563332,124.87654559467411,1.8678599674762724,8632.966234880025,108.54748836874305,1595.8781493745746,760.2695114183707,1640.2923572666634,3175.3010172210343,1.7716286742272875,11.59,1060.5819539201,1.87491319184497,0.044596191277115026
,0.53,0.0,0.4,0.02,0.0,0.05,8.480164004005465,137.82966734681258,124.59138654246664,1.853707342796655,8304.074211550524,102.51759505745339,1439.330663755462,758.4962723370706,1614.6218310753757,3091.912791661887,1.8632456425677117,10.09,439.170208555325,1.50456192501963,0.05922784605555488
,0.48,0.0,0.45,0.02,0.0,0.05,8.530211315773213,137.58005214369706,124.64173369175596,1.8562088973233684,8355.254064143332,103.55335614462837,1468.6450146285963,758.3846413868797,1618.925031450037,3105.677579595671,1.8379074573593708,9.71,538.288525278497,1.65359283641049,0.05708273303762862
,0.455,0.0,0.475,0.02,0.0,0.05,8.555336297676693,137.45473917004094,124.66700919947264,1.8574647392456256,8380.947609406747,104.0733336949184,1483.3615400359472,758.3285999032444,1621.0853439168113,3112.587841816076,1.8251870649478683,10.0,587.865941239367,1.70873109449049,0.05601821789731306
,0.43,0.0,0.5,0.02,0.0,0.05,8.580529195455277,137.32908746020985,124.69235302995399,1.8587239758610012,8406.710607441031,104.59471680762836,1498.117845997386,758.2724069326782,1623.2514959703467,3119.5167833138535,1.812432287772006,10.12,637.233347451175,1.75169681444922,0.05498431951385552
,0.405,0.0,0.525,0.02,0.0,0.05,8.605790284858939,137.20309563887736,124.71776546060201,1.8599866209525235,8432.543340236207,105.11751118957997,1512.9140940287084,758.2160618601182,1625.4235113203547,3126.464479930035,1.7996429862238084,10.3,686.220725310224,1.78306162172322,0.053936393092522225
,0.38,0.0,0.55,0.02,0.0,0.05,8.63111984313246,137.07676232326165,124.74324677032243,1.8612526883779394,8458.446091310943,105.64172257853112,1527.7504465212708,758.1595640671674,1627.6014138050762,3133.431007916781,1.7868190199384997,10.19,734.655306201751,1.80340725241136,0.052911332888430695
,0.33,0.0,0.6,0.02,0.0,0.05,8.681985482803217,136.82306564047204,124.7944171501839,1.8637951460380635,8510.462790079282,106.69441948440529,1557.5441188690386,758.0461078297003,1631.974976179502,3147.4208650830033,1.7610665278825957,10.51,829.161028489582,1.81341932948528,0.05077747238039479
,0.45,0.0,0.45,0.05,0.0,0.05,8.462845044540737,137.58556933951425,124.6733493405651,1.857803080425838,8329.877076751354,103.96275943298205,1501.0348651510178,754.7685271565279,1619.7140948705032,3106.321962356416,1.7454965760740353,10.32,482.794089475127,1.47229652178703,0.054424714938440893
,0.4,0.0,0.5,0.05,0.0,0.05,8.512866213077302,137.33519324858412,124.72393822696519,1.8603167088356896,8381.14754854387,105.00284365031213,1530.5276742652034,754.6467968236362,1624.0327970178207,3120.1312670913117,1.7198304167283769,10.3,576.576339165376,1.56016384284258,0.05301360734519193
,0.35,0.0,0.55,0.05,0.0,0.05,8.563157919613317,137.08346300602716,124.7748007218499,1.8628439321298922,8432.695315155263,106.04855313213815,1560.1799943586252,754.5244081158667,1628.374856737009,3134.0152590393623,1.694025442724725,10.86,668.379431529279,1.60338706094154,0.0518080990906844
,0.25,0.0,0.65,0.05,0.0,0.05,8.664561773604062,136.57589588374185,124.87735546417505,1.8679396069355145,8536.631780211737,108.15703142638517,1619.9683718933413,754.2776340947087,1637.1298109851475,3162.0097414159072,1.641994521598045,11.62,840.425269632119,1.57487382264277,0.048749009792872854
,0.35,0.0,0.525,0.075,0.0,0.05,8.48170467361151,137.21481110277495,124.77553299939402,1.8628997182911524,8385.595594804434,105.86313769176542,1572.237084118554,751.5730433421868,1626.8460018412097,3127.5613048898986,1.6300208939706655,9.93,38.1566620286341,0.00563268942998216,0.05028356033343956
,0.33,0.0,0.525,0.095,0.0,0.05,8.436839973679037,137.2190469748237,124.79641957333023,1.8639529849564636,8368.621052066334,106.13272825062195,1593.686050865963,749.1711771672395,1627.360321025629,3127.9578756301166,1.5686919115499642,5.87,528.095899276481,1.33072619717917,0.04804310409339236
,0.45,0.0,0.4,0.1,0.0,0.05,8.30198120175702,137.842777210681,124.6754554695416,1.8579461983842875,8237.147721475123,103.60855448953853,1525.3237689925897,748.9148012503643,1616.7384266728805,3093.703212353894,1.6182524587938356,10.5,23.3734006078356,0.00361214034373974,0.049905740294811346
,0.4,0.0,0.45,0.1,0.0,0.05,8.351247951440167,137.5947089728056,124.72572294591745,1.8604439598577984,8287.838264556727,104.64096554488667,1554.6909915497984,748.7781727990149,1621.0212354081195,3107.3894289332006,1.5924112778434625,10.6,389.579595247434,1.21583343287145,0.04874752655316496
,0.35,0.0,0.5,0.1,0.0,0.05,8.400779431613035,137.34530776235704,124.77626053009878,1.8629551428300355,8338.80118875502,105.67892416905221,1584.2160162607795,748.640810186856,1625.327057434497,3121.1491871778467,1.566431241609719,6.4,34.6995829554581,0.00283914683787558,0.04785436252849308
,0.325,0.0,0.525,0.1,0.0,0.05,8.425645113329615,137.22010393042837,124.80163129387547,1.8642158012295384,8364.385480765639,106.1999978113783,1599.038102428507,748.5718517187912,1627.4886564753988,3128.0568299095858,1.553388802544324,5.55,517.386668047224,1.30382772006594,0.04737626775541451
,0.3,0.0,0.55,0.1,0.0,0.05,8.4505777817824,137.0945628064778,124.82707040505083,1.8654798557712668,8390.038695407839,106.72247519654242,1613.9001184556882,748.5027074805246,1629.656078741515,3134.9830814390552,1.5403112278878315,6.38,41.0253185958634,0.00990188844671491,0.047065831795923996
,0.29,0.0,0.56,0.1,0.0,0.05,8.460569666116385,137.04425160966193,124.8372652486916,1.865986431583508,8400.319342021543,106.93186046990648,1619.8561413898008,748.474997601318,1630.5246834248421,3137.758809367319,1.5350703282390767,7.6,574.546510606607,1.31260639138621,0.04686111519872057
,0.25,0.0,0.6,0.1,0.0,0.05,8.500645164572148,136.84246321591084,124.87815477732562,1.8680182083237704,8441.553009638214,107.77166394629597,1643.744587244472,748.3638586825485,1634.0084873282713,3148.891712489947,1.5140501023477375,10.23,47.810884194085,0.0171001143429768,0.04631270131923467
,0.315,0.0,0.525,0.11,0.0,0.05,8.403280902194124,137.22221543316846,124.81204285909511,1.8647408349001178,8355.92398969817,106.33438364673387,1609.7300099125464,747.3745664959642,1627.745034938839,3128.254512982864,1.5228174555020892,7.23,495.747869935145,1.24926237788163,0.046094887556341134
,0.375,0.0,0.45,0.125,0.0,0.05,8.2957656377256,137.59925289045987,124.75176133743636,1.8617569161101117,8266.937983899164,104.97814676724985,1581.3670093102496,745.799970495614,1621.6711016309946,3107.9201373400915,1.516302426747652,16.72,28.4384815324483,0.00111950910848457,0.044928833729713666
,0.325,0.0,0.5,0.125,0.0,0.05,8.345054513083424,137.3503362808728,124.80227301829147,1.8642668632439858,8317.74832758413,106.01504348066129,1610.9076425579185,745.6548816799229,1625.9705102603625,3121.6552550044958,1.4901675071681888,12.27,423.051501474442,1.15119016811174,0.04408355578462701
,0.275,0.0,0.55,0.125,0.0,0.05,8.394608446928729,137.1000810840372,124.8530563334582,1.866790308003564,8368.831911685873,107.05751626519493,1640.607135092007,745.5090126268708,1630.293039619106,3135.46423537092,1.463892043049947,9.15,40.6862653755047,0.0106151777748838,0.0433812899540727
,0.4,0.0,0.4,0.15,0.0,0.05,8.191705967048875,137.8508907508029,124.72748473694492,1.8605695761116636,8195.727706141846,104.28373641457361,1578.5438875654477,742.9849418048799,1618.0483627236758,3094.8112826027955,1.4666290669645308,17.18,212.286468188206,0.858933734492325,0.0412351990959402
,0.35,0.0,0.45,0.15,0.0,0.05,8.240492555821971,137.603779672345,124.77770153442358,1.863064921014942,8246.116521215807,105.31405643056934,1607.942427958462,742.8329994228446,1622.3185171145692,3108.448844369,1.440480593111589,16.72,28.0418159998378,0.000884856599240637,0.04032720333893364
,0.3,0.0,0.5,0.15,0.0,0.05,8.28954030372993,137.3553457853635,124.82818714707695,1.865573623730941,8296.775072290631,106.34989184517715,1637.4983414650378,742.6802436791451,1626.611530037991,3122.1594092682794,1.4141921440527319,15.76,369.353805538233,1.01283792891182,0.039690376253808335
,0.25,0.0,0.55,0.15,0.0,0.05,8.338851313414176,137.10557843967769,124.8789437391867,1.8680957918059293,8347.70553106171,107.39128706391104,1667.2128951257787,742.526668025253,1630.9275855322965,3135.943565062621,1.38776259282119,14.42,40.3307223425576,0.0113164118263423,0.039015270124176715
Fe-Ni-Co-Cr,0.618,0.091,0.291,0.0,0.0,0.0,8.457925196021204,138.15197930400512,124.36960413919897,1.8511298386646158,8253.920415272725,86.59719327257946,1394.4247874369094,759.6505716501731,1603.7898049148623,3073.374013810775,1.9362783467596172,10.53,1262.69433863491,2.36274661151952,0.06491697874759929
,0.527,0.091,0.382,0.0,0.0,0.0,8.548554689755452,137.70099025949747,124.45980194810048,1.855652679654673,8346.466820684353,88.39726428711545,1447.3536338687961,759.4538211965377,1611.5387712740378,3098.2396266000883,1.890695955296203,10.51,1319.99569374746,2.35980709299519,0.059302764552568735
,0.473,0.091,0.436,0.0,0.0,0.0,8.602754890041131,137.431280085339,124.5137439829322,1.8583575263598777,8401.813413745307,89.4737814946636,1479.0072816968436,759.3361562559766,1616.1729749021179,3113.1102954946846,1.8634357925718965,11.05,1346.55803317083,2.33969016416004,0.055953188005391646
,0.4,0.091,0.509,0.0,0.0,0.0,8.676528762230516,137.06416771653468,124.58716645669307,1.8620391920007768,8477.147683011386,90.9390683840243,1522.0922178573323,759.1759982078443,1622.4807587175935,3133.351306055867,1.8263309894515243,11.06,1375.51219188311,2.29320073310842,0.05144353490510534
,0.364,0.091,0.545,0.0,0.0,0.0,8.713125274262318,136.88205673573265,124.62358865285347,1.8638655312849388,8514.51825079893,91.66594346438978,1543.4650743686334,759.0965496746235,1625.6098189044367,3143.3921289726386,1.8079246575953554,10.92,1387.34850163113,2.26204466995042,0.0492719897377553
,0.327,0.091,0.582,0.0,0.0,0.0,8.750887434023209,136.69414527725044,124.66117094454992,1.8657500419116948,8553.079121024,92.41597048573868,1565.5186848718688,759.014570599633,1628.838543832494,3153.752765494077,1.7889320595149543,9.91,1398.04831690448,2.22373952485269,0.04713867816758298
,0.273,0.091,0.636,0.0,0.0,0.0,8.80627287237493,136.41853714028872,124.71629257194226,1.868514037610093,8609.636021216216,93.51602873495106,1597.8645277127976,758.8943325880156,1633.5740872068632,3168.9486229073223,1.7610757775442778,11.78,1049.3231917492,2.16347752845521,0.0151253208315068
,0.227,0.091,0.682,0.0,0.0,0.0,8.8537106189809,136.18247818051836,124.76350436389635,1.8708814058473535,8658.077127398308,94.45823098216542,1625.5688114037616,758.7913484734675,1637.630090252435,3181.96390733736,1.7372168123571168,12.55,1120.53134867313,2.06436794256573,0.013853973236487
,0.582,0.091,0.291,0.036,0.0,0.0,8.378016736547947,138.15698925205479,124.40793566618976,1.853039231914302,8224.01965725467,87.12997764274733,1433.140380086502,755.3472616459757,1604.7691020749935,3074.227815965169,1.826126993811658,11.07,356.975891098345,1.71193472720323,0.05964823648150354
,0.546,0.091,0.327,0.036,0.0,0.0,8.413513825948554,137.97959431006382,124.44349027936913,1.8548220430902123,8260.366945566377,87.83909200256517,1454.035321410038,755.2615925698409,1607.8191788798629,3084.010789268717,1.8079845650971957,10.71,418.795500441168,1.82121643581419,0.057878619279946364
,0.518,0.091,0.355,0.036,0.0,0.0,8.441217183101077,137.84114815805495,124.47123853039368,1.8562134206813254,8288.73383216547,88.39251338735289,1470.3425745381514,755.1947329750639,1610.1995815690614,3091.6458153516483,1.7938254835843779,10.42,467.532949783893,1.88877598251163,0.056495127708509854
,0.491,0.091,0.382,0.036,0.0,0.0,8.468009835096645,137.7072532098551,124.49807460044438,1.8575590588791755,8316.168201099994,88.92774189730879,1486.1137518600792,755.1300712863895,1612.5017321896473,3099.029851722793,1.780131860047664,10.75,514.84741328819,1.94005577993372,0.055443917803655804
,0.464,0.091,0.409,0.036,0.0,0.0,8.49488009651167,137.57297041243453,124.5249884056823,1.858908594944223,8343.68203829494,89.46452078659787,1501.930613047729,755.0652222942666,1614.8105513764212,3106.4352771962976,1.7663985706289353,10.83,562.270322268171,1.97825417305716,0.0543660645314297
,0.437,0.091,0.436,0.036,0.0,0.0,8.521828305048345,137.43829807814328,124.55198028435674,1.8602620458372732,8371.275689540886,90.00285680139224,1517.7933568854994,755.0001851836806,1617.126068146342,3113.8621848426524,1.75262544272987,10.76,609.59718792889,2.00391439203141,0.05335171321918666
,0.4,0.091,0.473,0.036,0.0,0.0,8.558884548910624,137.2531113391358,124.58909657864034,1.8621231642222014,8409.219475979557,90.74311790694652,1539.6060760195846,754.9107532265734,1620.3101148326596,3124.074860038164,1.7336861360416538,11.02,673.916284398722,2.0197389469114,0.05199978596694571
,0.364,0.091,0.509,0.036,0.0,0.0,8.595081219570256,137.07222027453423,124.62535190676485,1.8639411112728579,8446.283101381108,91.4662075848823,1560.9128175668911,754.8233957731334,1623.4203029482671,3134.0506374531537,1.7151861539802509,11.16,735.428662404154,2.01496682162879,0.050597412069033926
,0.328,0.091,0.545,0.036,0.0,0.0,8.631418717260393,136.89062543383918,124.661748290133,1.8657661312415506,8483.490926793598,92.19211052078565,1582.3024552780494,754.7356984461487,1626.5425915844103,3144.0652267004134,1.6966141957538947,10.76,795.367391660846,1.99174585045472,0.04915603833234141
,0.273,0.091,0.6,0.036,0.0,0.0,8.687208139169526,136.61182056756996,124.71762811997186,1.8685681075882496,8540.616573913268,93.30659852162506,1615.1422378334423,754.6010556257443,1631.336280999385,3159.440752817438,1.6681004323130493,11.58,882.701245962527,1.92404226140763,0.04655468027449702
,0.228,0.091,0.645,0.036,0.0,0.0,8.73310202298724,136.38246816163868,124.76359637579198,1.8708730889362337,8587.609672644285,94.22340642313141,1642.1571290730594,754.4902948086379,1635.2796992593446,3172.0890754761717,1.6446442411252016,12.22,949.156938442042,1.84309823420255,0.04425644753700726
,0.423,0.091,0.436,0.05,0.0,0.0,8.490476149502582,137.4410169523184,124.5667935928618,1.8609998848416074,8359.444923676294,90.20782839772808,1532.8196558752913,753.3203658818696,1617.4953105608738,3114.1534778929254,1.7096958748426625,10.95,576.747048983933,1.89543681191827,0.052354956469492286
,0.518,0.091,0.327,0.064,0.0,0.0,8.351468207374063,137.983853609589,124.47314227606596,1.8562990615610777,8237.101618194345,88.25078320608223,1484.0160742096346,751.9244606538194,1608.5722155942685,3084.65230792461,1.7225979903542803,10.89,362.510290644178,1.61959705223754,0.054420988568288114
,0.49,0.091,0.355,0.064,0.0,0.0,8.379020348986579,137.8457061231563,124.50087625664483,1.8576897089173399,8265.373844561049,88.80365141970988,1500.3337034894416,751.852754955816,1610.9487179552304,3092.272172977621,1.708341194606741,10.69,408.998855117298,1.68323274120784,0.05340403370892925
,0.463,0.091,0.382,0.064,0.0,0.0,8.405666590928774,137.71210085214102,124.52769835878544,1.859034632532802,8292.716495256105,89.33834162236842,1516.1148178517212,751.7834069027858,1613.2470821904674,3099.6415009458387,1.6945531546731458,10.89,454.021019144499,1.73101571604131,0.0525185759305965
,0.436,0.091,0.409,0.064,0.0,0.0,8.432389854757368,137.57810939045658,124.55459799114251,1.8603834436966156,8320.138180831213,89.87457736560022,1531.9415480723367,751.7138583968037,1615.5520899272317,3107.03213021211,1.6807252599319689,11.07,499.029930641598,1.7660058751965,0.05172749238548642
,0.409,0.091,0.436,0.064,0.0,0.0,8.459190474907356,137.44373006123317,124.58157549035816,1.8617361592888162,8347.639244461938,90.41236536026219,1547.8140922188795,751.644108567487,1617.8637700121208,3114.44415326832,1.666857337330547,10.92,543.820900625593,1.78875336615031,0.051033075179971465
,0.372,0.091,0.473,0.064,0.0,0.0,8.496043502466,137.25894757875827,124.61867174098575,1.8635962530000587,8385.455438647115,91.15186749405865,1569.6401284667224,751.5481968920245,1621.042517720137,3124.636286451325,1.647787818380944,8.16,604.466561745462,1.80107915711438,0.050200012231305116
,0.336,0.091,0.509,0.064,0.0,0.0,8.532041370200352,137.07845290018207,124.65490718789457,1.865413183977689,8422.394123110102,91.87420977541709,1590.9597002377186,751.4545108087855,1624.1475038538256,3134.5919152437996,1.6291608000223254,9.24,662.184314592255,1.79346555132377,0.0492679271451497
,0.272,0.091,0.573,0.064,0.0,0.0,8.596383174968109,136.7558406428042,124.71967363650444,1.8686607268350028,8488.417523207974,93.16530863676186,1629.0658384885865,751.2870583440529,1629.6972884436987,3152.3863893174516,1.595867273097896,11.1,760.033063068661,1.73675248130214,0.04748074708616899
,0.227,0.091,0.618,0.064,0.0,0.0,8.641890452020483,136.5276654240645,124.76548125304899,1.8709576290291623,8535.114148691806,94.07846912079398,1656.01731423655,751.1686235918229,1633.6225060502604,3164.9719558024753,1.572319631571993,11.74,823.830460439959,1.6676774356011,0.04590637032518767
,0.441,0.091,0.386,0.082,0.0,0.0,8.369668050810636,137.69540778614643,124.55065502289953,1.860179434193902,8281.74145461459,89.6806760625398,1537.677058723186,749.6287080507468,1614.0652753070701,3101.1255007495038,1.6376741221581697,4.06,421.225262125379,1.60602767129641,0.05035575539322769
,0.422,0.091,0.405,0.082,0.0,0.0,8.388407178921804,137.60124884893585,124.56957793248694,1.8611282672220637,8300.996701555217,90.05778125677934,1548.8187655764875,749.577655517453,1615.6855974373284,3106.319640917997,1.6279009288324884,3.66,451.802598417931,1.62918646488838,0.049721071087025906
,0.428,0.091,0.395,0.086,0.0,0.0,8.369669157599928,137.65153888635965,124.56382302829277,1.8608383077946773,8287.518117602509,89.91752881845576,1547.2164676604723,749.1285722290705,1614.9380588189767,3103.6704883876273,1.6208778454220378,2.2,426.820398982017,1.58888534802146,0.04964887776347254
,0.423,0.091,0.4,0.086,0.0,0.0,8.374597701922063,137.62676259938718,124.56880342511904,1.8610880346097256,8292.58394787268,90.01677382626991,1550.1493754117266,749.1150114242403,1615.3644498910826,3105.0372694407206,1.6183029298411142,2.36,434.80038585569,1.59472431145322,0.04952162942380362
,0.418,0.091,0.405,0.086,0.0,0.0,8.379528879471481,137.60197307491688,124.5737864828764,1.8613378948490504,8297.652484719394,90.11607185879988,1553.083850159684,749.1014433741304,1615.79106877581,3106.4047807388756,1.6157266385318794,2.65,442.772008481801,1.60014504476755,0.04944155323651691
,0.414,0.091,0.409,0.086,0.0,0.0,8.383475718853097,137.5821319172115,124.57777484638599,1.861537879177861,8301.70926438983,90.19554849118208,1555.4325590397707,749.0905837135383,1616.1325280313952,3107.499315947206,1.6136646142190438,2.9,449.142406409353,1.60418289428592,0.049315873399664936
,0.527,0.091,0.291,0.091,0.0,0.0,8.256767517900766,138.16459110410523,124.46609806511259,1.855936452573302,8178.649698047027,87.93839879134815,1491.885541602185,748.8176278744706,1606.2550400629377,3075.5233339213673,1.6589886762178858,12.4,251.532856833243,1.33338990946585,0.0521616760187286
,0.491,0.091,0.327,0.091,0.0,0.0,8.291885755370622,137.9879438179769,124.50161710975416,1.8577174434576627,8214.759907637872,88.64613056399988,1512.8066126191159,748.719810482159,1609.2953572910342,3085.2683587498277,1.6406012014069704,12.05,308.022005083902,1.43187857833717,0.05092333307818851
,0.463,0.091,0.355,0.091,0.0,0.0,8.319293054251217,137.85008311322144,124.52933721026548,1.859107380794728,8242.941370552882,89.19846512341532,1529.1340278760845,748.6434709304062,1611.6681097115904,3092.8736609322527,1.6262510786755902,8.86,352.322251953521,1.49171077422108,0.05017451328708735
,0.436,0.091,0.382,0.091,0.0,0.0,8.345799057729145,137.71675598982858,124.55614572881973,1.86045160971896,8270.196079500767,89.73263603228995,1544.924512282164,748.5696418225806,1613.9628336165447,3100.228860982295,1.612372863070186,3.03,395.116101689671,1.53610723618567,0.04937101048088237
,0.427,0.091,0.391,0.091,0.0,0.0,8.354651367101281,137.67222823048706,124.56509907028625,1.8609005468932944,8279.298436846157,89.91103509372861,1550.1981195694675,748.5449848386002,1614.7292111636993,3102.685304723092,1.6077379033647536,2.42,409.361995795739,1.5480988729287,0.04909654762564386
,0.423,0.091,0.395,0.091,0.0,0.0,8.358588457002606,137.65242438221853,124.56908109450039,1.8611002129850562,8283.346736298452,89.99037858633255,1552.5435714873304,748.5340185744824,1615.0700597688103,3103.7778150995937,1.6056764917847726,2.47,415.686924978194,1.55298760137969,0.04900774953138081
,0.409,0.091,0.409,0.091,0.0,0.0,8.37238152161454,137.58304426503062,124.58303158042997,1.8617997162662885,8297.529408605531,90.26834783454684,1560.7605466283849,748.4955997439961,1616.2641769850836,3107.6052781725703,1.5984546137410627,3.24,437.780499213726,1.56799357383962,0.04868658483203029
,0.395,0.091,0.423,0.091,0.0,0.0,8.386195232530465,137.51356029543354,124.59700294830145,1.862500266606879,8311.733310405258,90.54673316415843,1568.9898214411487,748.4571234058515,1617.4600816291497,3111.4384704267195,1.5912219255479327,4.39,459.784244888124,1.57978548814559,0.048319638091671814
,0.382,0.091,0.436,0.091,0.0,0.0,8.399040777226963,137.4489462722661,124.60999510019722,1.8631517172392962,8324.941698545388,90.80560720721182,1576.6423282925334,748.4213437718048,1618.572168500781,3115.003004441558,1.5844961572133993,4.95,480.110573440018,1.5879266047129,0.0480410093390914
,0.345,0.091,0.473,0.091,0.0,0.0,8.435699160301628,137.26455194184027,124.64707186824504,1.8650108152691285,8362.635557675532,91.54437726815945,1598.480913908603,748.3192364994284,1621.745821897018,3125.1754071294904,1.5653022812117106,7.78,537.194568399843,1.59687785537893,0.04768273553767401
,0.309,0.091,0.509,0.091,0.0,0.0,8.471506613148026,137.08443785229025,124.68328799433178,1.8668267591121628,8399.45445065977,92.26599867922477,1619.8125728387504,748.2194993851793,1624.8458070792642,3135.111683610665,1.546553941753577,8.78,591.236461149753,1.58653147580703,0.046974142359723775
,0.273,0.091,0.545,0.091,0.0,0.0,8.507452796255286,136.90362593944812,124.71964443401863,1.8686497385397765,8436.415992568252,92.99041589727001,1641.2268778766982,748.1193758554002,1627.9578026593138,3145.086456609148,1.527732964846617,9.96,643.278992339812,1.55886834145731,0.04621076594414087
,0.227,0.091,0.591,0.091,0.0,0.0,8.553587202093581,136.67156652600315,124.76630537541384,1.8709894048263869,8483.853540241309,93.92015460788144,1668.7106370401625,747.9908743245697,1631.9518308049053,3157.888378423315,1.5035775605215471,10.61,706.02779917995,1.50074804668451,0.04529670664036741
,0.182,0.091,0.636,0.091,0.0,0.0,8.598940770506662,136.44343478154187,124.81217656762564,1.8732894716217738,8530.488194457508,94.83415723676119,1695.7292260697432,747.8645477172623,1635.8782589327493,3170.473624212603,1.479830993015235,11.78,762.33401395705,1.42212990760988,0.04415594330583633
,0.414,0.091,0.395,0.1,0.0,0.0,8.338664238859998,137.6540165931534,124.57853562828271,1.8615711449536585,8275.846171661042,90.12136982231688,1562.122241877565,747.464951090215,1615.3074108005808,3103.9707993611023,1.5783429235440647,3.71,395.625457620329,1.48891037299719,0.0478433022224366
